36.08381619362298,-0.58249611704754,0.0,0.0,0.0,0.0,-0.40981617659861996,-0.56259624442626,0.0,0.0,0.0,0.0,-0.239686282897614,0.0,0.0,0.0,0.0,-0.111971319755202,-0.160253789113026,0.0,0.0,0.0,-0.0085702741966368,-0.093686018313906,-0.11464021434447,0.0,-0.063337891323744,-0.074658922384194,-0.028392549797583,0.0
-0.7141640778927001,35.73217355016188,0.0,0.0,0.0,0.0,0.0,-0.40981617659861996,0.0,0.0,0.0,0.0,0.0,-0.239686282897614,0.0,0.0,0.0,0.0,-0.111971319755202,-0.160253789113026,0.0,0.0,0.0,-0.0085702741966368,-0.093686018313906,-0.11464021434447,0.0,-0.063337891323744,-0.074658922384194,-0.028392549797583
0.0,0.0,36.156239574747275,-0.58249611704754,-0.36301295364642,-0.24682173230772,-0.17613024146766001,-0.131921624691,-0.498490623368712,-0.62797337353836,-0.1456369788573,-0.19200089705058,0.0,0.0,-0.194671406082834,-0.21764116407533401,-0.35479179333126,-0.39920770378611,0.0,-0.18772816352142602,-0.0465532446834,0.0,-0.34182915818445,-0.33724636346862,0.0,-0.051218956870506,-0.23565255102738,0.0,-0.30607156956051,0.0
0.0,0.0,-0.7141640778927001,36.193338990531615,-0.58249611704754,-0.36301295364642,-0.24682173230772,-0.17613024146766001,-0.0020636687574629997,-0.498490623368712,-0.62797337353836,-0.1456369788573,-0.19200089705058,0.0,-0.19823246269768802,-0.194671406082834,-0.21764116407533401,-0.35479179333126,-0.39920770378611,0.0,-0.14529331882862997,-0.0465532446834,0.0,-0.34182915818445,-0.33724636346862,0.0,0.0,-0.23565255102738,0.0,-0.30607156956051
0.0,0.0,-0.4407297151734,-0.7141640778927001,36.28137161661178,-0.58249611704754,-0.36301295364642,-0.24682173230772,0.0,-0.0020636687574629997,-0.498490623368712,-0.62797337353836,-0.1456369788573,-0.19200089705058,0.0,-0.19823246269768802,-0.194671406082834,-0.21764116407533401,-0.35479179333126,-0.39920770378611,-0.0181634947225488,-0.14529331882862997,-0.0465532446834,0.0,-0.34182915818445,-0.33724636346862,0.0,0.0,-0.23565255102738,0.0
0.0,0.0,-0.29848298646546,-0.4407297151734,-0.7141640778927001,36.33930550899756,-0.58249611704754,-0.36301295364642,0.0,0.0,-0.0020636687574629997,-0.498490623368712,-0.62797337353836,-0.1456369788573,0.0,0.0,-0.19823246269768802,-0.194671406082834,-0.21764116407533401,-0.35479179333126,0.0,-0.0181634947225488,-0.14529331882862997,-0.0465532446834,0.0,-0.34182915818445,-0.10992145388436,0.0,0.0,-0.23565255102738
-0.59662353475116,0.0,-0.21299756935653,-0.29848298646546,-0.4407297151734,-0.7141640778927001,36.30278073666294,-0.58249611704754,0.0,0.0,0.0,-0.0020636687574629997,-0.498490623368712,-0.62797337353836,0.0,0.0,0.0,-0.19823246269768802,-0.194671406082834,-0.21764116407533401,0.0,0.0,-0.0181634947225488,-0.14529331882862997,-0.0465532446834,0.0,-0.09018957947911199,-0.10992145388436,0.0,0.0
-0.78559368565626,-0.59662353475116,-0.15953528987514,-0.21299756935653,-0.29848298646546,-0.4407297151734,-0.7141640778927001,36.102770514425266,0.0,0.0,0.0,0.0,-0.0020636687574629997,-0.498490623368712,0.0,0.0,0.0,0.0,-0.19823246269768802,-0.194671406082834,0.0,0.0,0.0,-0.0181634947225488,-0.14529331882862997,-0.0465532446834,0.0,-0.09018957947911199,-0.10992145388436,0.0
0.0,0.0,-0.7272240403158,-0.0029956886963117997,0.0,0.0,0.0,0.0,36.180462895258174,-0.58249611704754,-0.36301295364642,-0.24682173230772,-0.17613024146766001,-0.131921624691,-0.33767993955888004,-0.85365383473224,-0.26382698477028,-0.07201132802658,0.0,0.0,-0.06632250766529399,-0.47512780659702,-0.58104588254292,-0.38116552223546996,-0.051937844696406,-0.17670815597178,0.0,-0.33724636346862,-0.275359940516592,0.0
0.0,0.0,-0.92039318516682,-0.7272240403158,-0.0029956886963117997,0.0,0.0,0.0,-0.7141640778927001,36.08114019890594,-0.58249611704754,-0.36301295364642,-0.24682173230772,-0.17613024146766001,-0.091931567467068,-0.33767993955888004,-0.85365383473224,-0.26382698477028,-0.07201132802658,0.0,-0.22561626405033,-0.06632250766529399,-0.47512780659702,-0.58104588254292,-0.38116552223546996,-0.051937844696406,-0.06360612922314,0.0,-0.33724636346862,-0.275359940516592
