35.585008095234606,-0.58249611704754,0.0,0.0,0.0,0.0,-0.0020636687574629997,-0.49848865639227,-0.62797337353836,0.0,0.0,0.0,0.0,0.0,-0.239686282897614,0.0,0.0,0.0,0.0,0.0,-0.062224594675758,-0.15249832148717998,0.0,0.0,0.0,0.0,0.0,-0.09018957947911199,-0.10992145388436,0.0,0.0,0.0,0.0,-0.046227307473017995,-0.06979201374526199,-0.082972226131416,0.0,-0.0144033857002512,-0.049567141332107996,-0.057288283015707
-0.7141640778927001,35.465728904081445,0.0,0.0,0.0,0.0,0.0,-0.0020636687574629997,-0.49848865639227,0.0,0.0,0.0,0.0,0.0,0.0,-0.239686282897614,0.0,0.0,0.0,0.0,0.0,-0.062224594675758,-0.15249832148717998,0.0,0.0,0.0,0.0,0.0,-0.09018957947911199,-0.10992145388436,0.0,0.0,0.0,0.0,-0.046227307473017995,-0.06979201374526199,-0.082972226131416,0.0,-0.0144033857002512,-0.049567141332107996
0.0,0.0,36.26199432538986,-0.58249611704754,-0.36301443588936,-0.200265042411,-0.1473567812739,-0.11294863463466,-0.089322419286468,-0.33767993955888004,-0.85365383473224,-0.26382698477028,-0.07201132802658,0.0,0.0,0.0,-0.194671406082834,-0.217625019645474,-0.35476980005088,-0.39920770378611,0.0,-0.18772816352142602,0.0,-0.046553428962252,0.0,-0.341828593329708,-0.33723206182728,0.0,-0.051226207842726,0.0,0.0,0.0,-0.139906936118034,0.0,-0.300454633975752,0.0,-0.19609000471583998,0.0,-0.19113400125802799,0.0
0.0,0.0,-0.7141640778927001,36.368163444704976,-0.58249611704754,-0.283582743317172,-0.200265042411,-0.1473567812739,-0.11294863463466,-0.091931567467068,-0.33767993955888004,-0.85365383473224,-0.26382698477028,-0.07201132802658,0.0,0.0,-0.198232911376632,-0.194671406082834,-0.217625019645474,-0.35476980005088,-0.39920770378611,0.0,-0.18772816352142602,-0.14529331882862997,-0.046553428962252,0.0,-0.341828593329708,-0.33723206182728,0.0,-0.051226207842726,-0.10548833365697399,0.0,0.0,-0.139906936118034,0.0,-0.300454633975752,0.0,0.0,0.0,-0.19113400125802799
0.0,0.0,-0.4407315179013,-0.7141640778927001,36.435068756936,-0.43589662170381,-0.283582743317172,-0.200265042411,-0.1473567812739,0.0,-0.091931567467068,-0.33767993955888004,-0.85365383473224,-0.26382698477028,-0.07201132802658,0.0,0.0,-0.198232911376632,-0.194671406082834,-0.217625019645474,-0.35476980005088,-0.39920770378611,0.0,-0.0181634947225488,-0.14529331882862997,-0.046553428962252,0.0,-0.341828593329708,-0.33723206182728,0.0,-0.086885299420272,-0.10548833365697399,0.0,0.0,-0.139906936118034,0.0,-0.300454633975752,0.0,0.0,0.0
0.0,0.0,-0.24218424683346598,-0.3428401880817,-0.5312232506007,36.33568158570162,-0.58249611704754,-0.36301443588936,-0.246820858986204,0.0,0.0,0.0,-0.40981617659861996,-0.5626225241929801,-0.6088647382227,-0.35524780336872,0.0,0.0,0.0,-0.239686282897614,0.0,-0.49794685653708,-0.35476980005088,0.0,0.0,-0.111971319755202,-0.160253789113026,0.0,-0.06361514286264,0.0,0.0,-0.0085702741966368,-0.09368612647758,-0.11464045470819,0.0,0.0,-0.243513950950692,-0.074658922384194,-0.02839084121214,0.0
-0.0029956886963117997,0.0,-0.17820127537011002,-0.24218424683346598,-0.3428401880817,-0.7141640778927001,36.08381619362298,-0.58249611704754,-0.36301443588936,0.0,0.0,0.0,0.0,-0.40981617659861996,-0.5626225241929801,-0.6088647382227,0.0,0.0,0.0,0.0,-0.239686282897614,0.0,-0.49794685653708,0.0,0.0,0.0,-0.111971319755202,-0.160253789113026,0.0,-0.06361514286264,0.0,0.0,-0.0085702741966368,-0.09368612647758,-0.11464045470819,0.0,0.0,-0.063337891323744,-0.074658922384194,-0.02839084121214
-0.7272211559511601,-0.0029956886963117997,-0.13659086621872799,-0.17820127537011002,-0.24218424683346598,-0.4407315179013,-0.7141640778927001,35.73217355016188,-0.58249611704754,0.0,0.0,0.0,0.0,0.0,-0.40981617659861996,-0.5626225241929801,0.0,0.0,0.0,0.0,0.0,-0.239686282897614,0.0,0.0,0.0,0.0,0.0,-0.111971319755202,-0.160253789113026,0.0,0.0,0.0,0.0,-0.0085702741966368,-0.09368612647758,-0.11464045470819,0.0,0.0,-0.063337891323744,-0.074658922384194
-0.92039318516682,-0.7272211559511601,-0.10801926748308599,-0.13659086621872799,-0.17820127537011002,-0.29848198494996003,-0.4407315179013,-0.7141640778927001,35.39426844564659,0.0,0.0,0.0,0.0,0.0,0.0,-0.40981617659861996,0.0,0.0,0.0,0.0,0.0,0.0,-0.239686282897614,0.0,0.0,0.0,0.0,0.0,-0.111971319755202,-0.160253789113026,0.0,0.0,0.0,0.0,-0.0085702741966368,-0.09368612647758,-0.11464045470819,0.0,0.0,-0.063337891323744
0.0,0.0,-0.490584411635868,-0.13345092283525198,0.0,0.0,0.0,0.0,0.0,36.156239574747275,-0.58249611704754,-0.36301443588936,-0.246820858986204,-0.17613024146766001,-0.131921624691,-0.102486587394312,-0.49848865639227,-0.62797337353836,-0.1456369788573,-0.19200089705058,0.0,0.0,0.0,-0.194671406082834,-0.217625019645474,-0.35476980005088,-0.39920770378611,0.0,-0.18772816352142602,0.0,-0.046553428962252,0.0,-0.341828593329708,-0.33723206182728,0.0,-0.051226207842726,0.0,-0.23565255102738,0.0,-0.30607156956051
