36.41791162773334,-0.7645096611684,-0.450057373849332,-0.0016163186242284,-0.58104588254292,-0.38116552223546996,-0.18772816352142602,-0.0212151056407434,0.0,-0.036461650014378
-1.0703747382631201,36.54246334794984,-0.58249611704754,-0.283582743317172,-0.6088647382227,-0.35524912536917996,0.0,-0.39920770378611,-0.199812141077652,-0.030514743114804
-0.9887272687623601,-0.7141640778927001,36.17847991984846,-0.43589662170381,-0.56259624442626,-0.6088647382227,-0.0016163186242284,-0.35479179333126,0.0,-0.199812141077652
-0.0033956771615514,-0.3428401880817,-0.5312232506007,35.42807545126365,-0.0020636687574629997,-0.49848865639227,-0.450057373849332,0.0,-0.58104588254292,-0.38116552223546996
-0.89325872511912,-1.35314422695792,-0.78559368565626,-0.0029956886963117997,36.467276708284565,-0.58249611704754,-0.2641483110033,-0.6088647382227,-0.0016163186242284,0.0
-0.83144647039896,-0.76172160225888,-1.35314422695792,-0.7272211559511601,-0.7141640778927001,36.00637611710702,-0.397166491009188,-0.56259624442626,-0.385928854141392,-0.0016163186242284
-0.39439365914133,0.0,-0.0033956771615514,-0.9887272687623601,-0.319389967049292,-0.483041117071728,35.19585124092053,0.0,-0.56259624442626,-0.6088647382227
-0.0323199067005,-0.87235293032964,-0.5408894776005,0.0,-1.35314422695792,-0.78559368565626,0.0,36.36426293211472,-0.397166491009188,-0.2641483110033
0.0,-0.419780590817328,0.0,-0.89325872511912,-0.0033956771615514,-0.8312476495419,-0.78559368565626,-0.483041117071728,35.47229472323326,-0.58249611704754
-0.07660135368432,-0.06410773225222201,-0.419780590817328,-0.83144647039896,0.0,-0.0033956771615514,-1.35314422695792,-0.319389967049292,-0.7141640778927001,35.15114709585067
