1.159461765292066702e+05,1.236337477179488342e+05,-3.445050849036803697e+01,3.161268289756755810e+06
1.165901687082690041e+05,1.228113933771109150e+05,-3.490474504963677305e+01,3.194248861920957454e+06
1.165901687082690041e+05,1.236337477179488342e+05,-3.425545271952191229e+01,3.147105953425239772e+06
1.165901687082690041e+05,1.244561020587867533e+05,-3.228107801369841923e+01,3.003753318909395952e+06
1.165901687082690041e+05,1.252784563996246725e+05,-2.949970310741962010e+01,2.801807143639173359e+06
1.172341608873313380e+05,1.233048059816136665e+05,-3.416652569113783500e+01,3.140649264246168081e+06
1.172341608873313380e+05,1.241271603224515857e+05,-3.193351082255756168e+01,2.978517646889107767e+06
1.172341608873313380e+05,1.249495146632895048e+05,-2.861540835958894391e+01,2.737601508601330686e+06
1.172341608873313380e+05,1.257718690041274240e+05,-2.498148585950738010e+01,2.473754751206908841e+06
1.178781530663936719e+05,1.244561020587867533e+05,-2.865687377759347143e+01,2.740612171620218083e+06
1.178781530663936719e+05,1.252784563996246725e+05,-2.464291445510520617e+01,2.449172232676041778e+06
1.178781530663936719e+05,1.261008107404625916e+05,-2.092013427010564186e+01,2.178873820895852521e+06
1.178781530663936719e+05,1.269231650813005108e+05,-1.785670634844630200e+01,1.956448735159101197e+06
1.185221452454560058e+05,1.257718690041274240e+05,-1.982628204807906513e+01,2.099452930152057204e+06
1.185221452454560058e+05,1.265942233449653431e+05,-1.676565616186418950e+01,1.877231290682008723e+06
1.185221452454560058e+05,1.274165776858032623e+05,-1.481058366982493624e+01,1.735280124281511409e+06
1.185221452454560058e+05,1.282389320266411814e+05,-1.434128117675575353e+01,1.701205665888234274e+06
1.191661374245183397e+05,1.270876359494680946e+05,-1.379912483189057859e+01,1.661841537019146606e+06
1.191661374245183397e+05,1.279099902903060138e+05,-1.347875831041598005e+01,1.638580813141048886e+06
1.191661374245183397e+05,1.287323446311439329e+05,-1.579664074476231583e+01,1.806874375898659695e+06
