1.107942390967079991e+05,1.261008107404625916e+05,-2.726809833262252880e+01,2.639777908397390973e+06
1.107942390967079991e+05,1.269231650813005108e+05,-2.891091305130050415e+01,2.759057099550555460e+06
1.114382312757703330e+05,1.205088012227647414e+05,-1.794406676861528993e+01,1.962791678242143011e+06
1.114382312757703330e+05,1.213311555636026605e+05,-1.648181513701265644e+01,1.856622558927023085e+06
1.114382312757703330e+05,1.221535099044405797e+05,-1.556033813311737823e+01,1.789717246696000220e+06
1.114382312757703330e+05,1.234692768497812503e+05,-1.692918299342449373e+01,1.889104417930374853e+06
1.114382312757703330e+05,1.242916311906191695e+05,-2.039808791499699936e+01,2.140969810009021312e+06
1.114382312757703330e+05,1.251139855314570887e+05,-2.524121021326048009e+01,2.492612453470118344e+06
1.114382312757703330e+05,1.259363398722950078e+05,-2.989512741245853533e+01,2.830517557985411957e+06
1.120822234548326669e+05,1.196864468819268222e+05,-1.940061136156661448e+01,2.068546428884722758e+06
1.120822234548326669e+05,1.205088012227647414e+05,-1.888964657621188792e+01,2.031447013100386132e+06
1.120822234548326669e+05,1.213311555636026605e+05,-1.767718619271825986e+01,1.943414387020217488e+06
1.120822234548326669e+05,1.221535099044405797e+05,-1.687927123201523116e+01,1.885480494634437142e+06
1.120822234548326669e+05,1.229758642452784989e+05,-1.738232153783618017e+01,1.922005266969056567e+06
1.120822234548326669e+05,1.237982185861164180e+05,-2.013703284834621243e+01,2.122015489206734113e+06
1.120822234548326669e+05,1.246205729269543372e+05,-2.500485772930409212e+01,2.475451703208490275e+06
1.127262156338950008e+05,1.186996216729213193e+05,-1.906698713854969540e+01,2.044323108373822644e+06
1.127262156338950008e+05,1.195219760137592384e+05,-2.043494399580826837e+01,2.143645804726052564e+06
1.127262156338950008e+05,1.203443303545971576e+05,-2.076155905726665196e+01,2.167360213847337291e+06
1.127262156338950008e+05,1.211666846954350767e+05,-2.026750710624619600e+01,2.131488781460375059e+06
1.127262156338950008e+05,1.219890390362729959e+05,-1.978572376986841874e+01,2.096508131469328655e+06
1.127262156338950008e+05,1.228113933771109150e+05,-2.023175787353418542e+01,2.128893151220547501e+06
1.127262156338950008e+05,1.236337477179488342e+05,-2.271560858773122860e+01,2.309237106485966127e+06
1.133702078129573347e+05,1.178772673320834001e+05,-1.781628409303992200e+01,1.953513812629712513e+06
1.133702078129573347e+05,1.186996216729213193e+05,-1.954069942765938350e+01,2.078717747064294061e+06
1.133702078129573347e+05,1.195219760137592384e+05,-2.141062211059441012e+01,2.214486475335083902e+06
1.133702078129573347e+05,1.203443303545971576e+05,-2.262850125087206266e+01,2.302912538921567611e+06
1.133702078129573347e+05,1.211666846954350767e+05,-2.317138678969615384e+01,2.342329612084752880e+06
1.133702078129573347e+05,1.219890390362729959e+05,-2.343680942030038139e+01,2.361601046855981927e+06
1.133702078129573347e+05,1.228113933771109150e+05,-2.423573974322692592e+01,2.419608661240580492e+06
1.140141999920196686e+05,1.170549129912454810e+05,-1.769037796280771602e+01,1.944372196594394976e+06
1.140141999920196686e+05,1.178772673320834001e+05,-1.779756250950089935e+01,1.952154502102328232e+06
1.140141999920196686e+05,1.186996216729213193e+05,-1.946294791137633595e+01,2.073072473822137341e+06
1.140141999920196686e+05,1.195219760137592384e+05,-2.184893894820092441e+01,2.246311170636445284e+06
1.140141999920196686e+05,1.203443303545971576e+05,-2.411989742887899624e+01,2.411197744659645949e+06
1.140141999920196686e+05,1.211666846954350767e+05,-2.591917270816458796e+01,2.541837005152623169e+06
1.140141999920196686e+05,1.219890390362729959e+05,-2.708525556537618684e+01,2.626502316733042710e+06
1.146581921710820025e+05,1.180417382002509839e+05,-1.752829347722741460e+01,1.932603793183660368e+06
1.146581921710820025e+05,1.188640925410889031e+05,-1.931963781621802667e+01,2.062667215067015961e+06
1.146581921710820025e+05,1.196864468819268222e+05,-2.228126538746706942e+01,2.277700923481666949e+06
1.146581921710820025e+05,1.205088012227647414e+05,-2.559846392172811846e+01,2.518551430579345208e+06
1.146581921710820025e+05,1.213311555636026605e+05,-2.849079177024474419e+01,2.728553521745452192e+06
1.146581921710820025e+05,1.221535099044405797e+05,-3.033387308528967807e+01,2.862373389554393478e+06
1.146581921710820025e+05,1.229758642452784989e+05,-3.162244549496506707e+01,2.955932251074730884e+06
1.153021843501443363e+05,1.193575051455916546e+05,-2.030172169388548653e+01,2.133972986339265946e+06
1.153021843501443363e+05,1.201798594864295737e+05,-2.432884473951791549e+01,2.426368698464281391e+06
1.153021843501443363e+05,1.210022138272674929e+05,-2.851363356819614125e+01,2.730211987032589968e+06
1.153021843501443363e+05,1.218245681681054120e+05,-3.157564318200590137e+01,2.952534094258629717e+06
1.153021843501443363e+05,1.226469225089433312e+05,-3.320911477862938455e+01,3.071134913086032029e+06
1.153021843501443363e+05,1.234692768497812503e+05,-3.396016124267001857e+01,3.125665843282044865e+06
